index,statement,label
12783,Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States.,1
12784,"João Havelange, Who Built and Ruled World Soccer With Firm Hand, Dies at 100 - The New York Times",0
12785,She [Hillary Clinton] has also said unequivocally that she didnt receive classified documents.,0
12786,,1
12787,U.S. Rep. Allen West wants to bring back earmarks.,1
12788,"After not having any foreign trade offices overseas for the past decade, New Jersey opened offices in Shanghai and London in the past six months, and has seen an 18 percent increase in exports.",1
12789,Says Tammy Baldwin voted to gut Medicare for seniors.,1
12790,"The Obama-Clinton war on coal has cost Michigan over 50,000 jobs.",1
12791,,1
12792,We have the fewest people employed in this country since 1979.,0
12793,"Honduras bans citizens from owning guns and has the highest homicide rate in the entire world. Switzerland, with a similar population, requires citizens to own guns and has the lowest homicide rate in the entire world.",1
12794,Says a gun bill before the Senate is proposing the universal registration of all firearms and their owners.,1
12795,"Were spending tremendous amounts of money to educate our kids. In the world, were No. 1 per pupil by a factor of four.",1
12796,"""I'm the only person on this stage who has worked actively just last year passing, along with Russ Feingold, some of the toughest ethics reform since Watergate.""",0
12797,The governor must inform the Senate president about his or her absence from the state.,1
12798,Says the Obama administration will no longer enforce the Defense of Marriage Act (DOMA).,0
12799,"The Bush administration's latest plans for troop withdrawal from Iraq by 2011 are ""more or less the same time frame I announced two years ago.""",0
12800,France Election: Far-Left Melenchon Enjoys Late Poll Surge,0
12801,"Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.",1
12802,"For the amount of money Hillary Clinton would like to spend on refugees, we could rebuild every inner city in America.",1
12803,"""I had prostate cancer, five, six years ago. My chance of surviving prostate cancer, and thank God I was cured of it, in the United States, 82%. My chances of surviving prostate cancer in England, only 44% under socialized medicine.""",1
12804,"When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, the Democrats didnt make that a partisan issue.",0
12805,The largest enterprise in the world is the federal government of the United States of America,0
12806,Berkeley Protesters Demanding Segregation Force White Students to Cross Creek in Woods to Go to Class,1
12807,"Under President Obama, U.S. security funding for Israel is at an all-time high.",0
12808,Says $38 billion in spending cuts in federal budget compromise is less than $1 billion in real cuts.,1
12809,"Says Russ Feingold supported a stimulus plan that allowed a company to create 3,000 jobs in China.",1
12810,Says Hillary Clinton will receive her congressional salary until she dies and the Secret Service pays her mortgage.,1
12811,"Since the passage of the Affordable Care Act, U.S. health care spending grew at 3.9 percent for the last three years, the lowest growth rate in over 50 years.",0
12812,"The 48, 49 percent that supports President Barack Obama are people who pay no income tax.",1
12813,The United States is the oldest democracy in the world.,0
12814,"Says Gov. Scott Walker raises the pay of inmates, but we dont raise the pay of staff in our correctional institutions.",1
12815,"Rick Scott has destroyed over 100,000 jobs.",1
12816,Its taken more time to complete the Towpath Trail than it did to build the (Ohio Erie) Canal.,0
12817,Sakineh Mohammadi Ashtiani was never sentenced to stoning.,1
12818,"Minimum wage = $16,000/year CEO-Goldman Sachs (Lloyd Blankfein) $16,000/Hour.",1
12819,"From 1960, the year I was born, until the time I became Governor in 2003, the average two-year increase in Minnesota state spending was 21 percent. we brought that down dramatically, to about 1.7 percent per year.",0
12820,"""Obama's Ten Point Plan to 'Change' the Second AmendmentBan use of firearms for home defense.""",1
12821,"In my timeline it was Michael Barage, Rump and Billary",1
12822,"Medicare monthly premiums will go up to $104.20 in 2012 and $247.00 in 2014 due to provisions incorporated in the Obamacare legislation, purposely delayed so as not to confuse the 2012 re-election campaigns.",1
12823,Says Mitt Romney has said different things about whether global warming is caused by humans,0
12824,"The Epicenter of the Moral Universe is Our Common Humanity, Not Religion",1
12825,We are accepting more legal immigrants than we ever have in the history (of the United States.),1
12826,"Your Evening Briefing: Bernie Sanders, Donald Trump, Zika - The New York Times",0
12827,The presence of gorillas calls into question the concept of evolution.,1
12828,"After Vets Fight War, Feds Demand Money Back… But Illegals And Refugees Can Keep Their Money",1
12829,If our recovery were more typical of the postwar era . . . we would have 14 million more jobs today.,0
12830,Says his tax and fee cuts will save households $540 over two years.,1
12831,Says Craig Huey called Planned Parenthood a murder mill.,0
12832,Says Milwaukee County Parks director Sue Black has not received a pay raise in five years.,0
12833,"""He's leading by example, refusing contributions from PACs and Washington lobbyists.""",0
12834,You’ve Been Washing Your Hands Wrong - The New York Times,0
12835,Weve got close to 7 million Americans who have access to health care for the first time because of Medicaid expansion.,1
12836,First Amendment Rights Must Be Protected for Those Peacefully Opposing the Dakota Access Pipeline,1
12837,Palin: I’m ’Extremely Thankful’ Trump Has Been Elected - Breitbart,0
12838,The immigration proposal from the Gang of Eight is not amnesty.,0
12839,"""(John McCain) was even mentioned as a running mate with John Kerry.""",0
12840,"The new beverage tax will increase the cost of sodas, juice drinks, sports drinks, iced teas, and flavored water up to 50%.",0
12841,Says the national debt and President Barack Obamas refusal to control spending led to our nations credit rating being downgraded for the first time in history.,0
12842,"Texas #2 in nation for new gun purchases, behind California.",1
12843,A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.,0
12844,Ron Johnson said specifically that he hopes the first steps occur to privatize the Veterans Administration.,0
12845,Mark of the Beast,1
